page_spanning_verse,page link
וּרְחַבְעָם֙ בֶּן־שְׁלֹמֹ֔ה מָלַ֖ךְ בִּֽיהוּדָ֑ה בֶּן־אַרְבָּעִ֣ים וְאַחַ֣ת שָׁנָה֩ רְחַבְעָ֨ם בְּמָלְכ֜וֹ וּֽשֲׁבַ֨ע עֶשְׂרֵ֥ה שָׁנָ֣ה ׀ מָלַ֣ךְ בִּירוּשָׁלִַ֗ם הָ֠עִיר אֲשֶׁר־בָּחַ֨ר יְהוָ֜ה לָשׂ֨וּם 'אאא' אֶת־שְׁמ֥וֹ שָׁם֙ מִכֹּל֙ שִׁבְטֵ֣י יִשְׂרָאֵ֔ל וְשֵׁ֣ם אִמּ֔וֹ נַעֲמָ֖ה הָעַמֹּנִֽית׃,196A
וַיַּ֨עַל בַּעְשָׁ֤א מֶֽלֶךְ־יִשְׂרָאֵל֙ עַל־יְהוּדָ֔ה וַיִּ֖בֶן אֶת־הָרָמָ֑ה לְבִלְתִּ֗י 'אאא' תֵּ֚ת יֹצֵ֣א וָבָ֔א לְאָסָ֖א מֶ֥לֶךְ יְהוּדָֽה׃,196B
וְיֶ֨תֶר 'אאא' דִּבְרֵ֥י בַעְשָׁ֛א וַאֲשֶׁ֥ר עָשָׂ֖ה וּגְבֽוּרָת֑וֹ הֲלֹא־הֵ֣ם כְּתוּבִ֗ים עַל־סֵ֛פֶר דִּבְרֵ֥י הַיָּמִ֖ים לְמַלְכֵ֥י יִשְׂרָאֵֽל׃,197A
וַיֵּ֗לֶךְ בְּכָל־דֶּ֙רֶךְ֙ יָרָבְעָ֣ם בֶּן־נְבָ֔ט וּבְחַטָּאת֔וֹ אֲשֶׁ֥ר הֶחֱטִ֖יא אֶת־יִשְׂרָאֵ֑ל לְהַכְעִ֗יס אֶת־ 'אאא' יְהוָ֛ה אֱלֹהֵ֥י יִשְׂרָאֵ֖ל בְּהַבְלֵיהֶֽם׃,197B
,198A
וַיֵּ֧לֶךְ עֹבַדְיָ֛הוּ לִקְרַ֥את אַחְאָ֖ב 'אאא' וַיַּגֶּד־ל֑וֹ וַיֵּ֥לֶךְ אַחְאָ֖ב לִקְרַ֥את אֵלִיָּֽהוּ׃,198B
עֲנֵ֤נִי יְהוָה֙ עֲנֵ֔נִי וְיֵֽדְעוּ֙ 'אאא' הָעָ֣ם הַזֶּ֔ה כִּֽי־אַתָּ֥ה יְהוָ֖ה הָאֱלֹהִ֑ים וְאַתָּ֛ה הֲסִבֹּ֥תָ אֶת־לִבָּ֖ם אֲחֹרַנִּֽית׃,199A
וַיְהִ֣י ׀ כִּשְׁמֹ֣עַ אֵלִיָּ֗הוּ וַיָּ֤לֶט פָּנָיו֙ בְּאַדַּרְתּ֔וֹ וַיֵּצֵ֕א וַֽיַּעֲמֹ֖ד פֶּ֣תַח הַמְּעָרָ֑ה וְהִנֵּ֤ה אֵלָיו֙ ק֔וֹל וַיֹּ֕אמֶר 'אאא' מַה־לְּךָ֥ פֹ֖ה אֵלִיָּֽהוּ׃,199B
וְהִנֵּ֣ה ׀ נָבִ֣יא אֶחָ֗ד נִגַּשׁ֮ אֶל־אַחְאָ֣ב 'אאא' מֶֽלֶךְ־יִשְׂרָאֵל֒ וַיֹּ֗אמֶר כֹּ֚ה אָמַ֣ר יְהוָ֔ה הְֽרָאִ֔יתָ אֵ֛ת כָּל־הֶהָמ֥וֹן הַגָּד֖וֹל הַזֶּ֑ה הִנְנִ֨י נֹתְנ֤וֹ בְיָֽדְךָ֙ הַיּ֔וֹם וְיָדַעְתָּ֖ כִּֽי־אֲנִ֥י יְהוָֽה׃,200A
וַיַּחְגְּרוּ֩ שַׂקִּ֨ים 'אאא' בְּמָתְנֵיהֶ֜ם וַחֲבָלִ֣ים בְּרָאשֵׁיהֶ֗ם וַיָּבֹ֙אוּ֙ אֶל־מֶ֣לֶךְ יִשְׂרָאֵ֔ל וַיֹּ֣אמְר֔וּ עַבְדְּךָ֧ בֶן־הֲדַ֛ד אָמַ֖ר תְּחִֽי־נָ֣א נַפְשִׁ֑י וַיֹּ֛אמֶר הַעוֹדֶ֥נּוּ חַ֖י אָחִ֥י הֽוּא׃,200B
וַתֹּ֤אמֶר אֵלָיו֙ אִיזֶ֣בֶל אִשְׁתּ֔וֹ אַתָּ֕ה עַתָּ֛ה תַּעֲשֶׂ֥ה מְלוּכָ֖ה עַל־יִשְׂרָאֵ֑ל ק֤וּם אֱכָל־לֶ֙חֶם֙ וְיִטַ֣ב לִבֶּ֔ךָ אֲנִי֙ אֶתֵּ֣ן לְךָ֔ אֶת־ 'אאא' כֶּ֖רֶם נָב֥וֹת הַיִּזְרְעֵאלִֽי׃,201A
וַיֵּשְׁב֖וּ שָׁלֹ֣שׁ שָׁנִ֑ים אֵ֚ין מִלְחָמָ֔ה בֵּ֥ין 'אאא' אֲרָ֖ם וּבֵ֥ין יִשְׂרָאֵֽל׃,201B
וְעַתָּ֗ה הִנֵּ֨ה נָתַ֤ן יְהוָה֙ 'אאא' ר֣וּחַ שֶׁ֔קֶר בְּפִ֖י כָּל־נְבִיאֶ֣יךָ אֵ֑לֶּה וַֽיהוָ֔ה דִּבֶּ֥ר עָלֶ֖יךָ רָעָֽה׃,202A
וּמֶ֥לֶךְ אֵ֛ין בֶּאֱד֖וֹם 'אאא' נִצָּ֥ב מֶֽלֶךְ׃,202B
,202B
וַיָּ֗שָׁב וַיִּשְׁלַ֛ח שַׂר־חֲמִשִּׁ֥ים שְׁלִשִׁ֖ים וַחֲמִשָּׁ֑יו וַיַּ֡עַל וַיָּבֹא֩ שַׂר־ 'אאא' הַחֲמִשִּׁ֨ים הַשְּׁלִישִׁ֜י וַיִּכְרַ֥ע עַל־בִּרְכָּ֣יו ׀ לְנֶ֣גֶד אֵלִיָּ֗הוּ וַיִּתְחַנֵּ֤ן אֵלָיו֙ וַיְדַבֵּ֣ר אֵלָ֔יו אִ֚ישׁ הָֽאֱלֹהִ֔ים תִּֽיקַר־נָ֣א נַפְשִׁ֗י וְנֶ֨פֶשׁ עֲבָדֶ֥יךָֽ אֵ֛לֶּה חֲמִשִּׁ֖ים בְּעֵינֶֽיךָ׃,203A
וַיָּ֙רֶם֙ אֶת־אַדֶּ֣רֶת אֵלִיָּ֔הוּ אֲשֶׁ֥ר נָפְלָ֖ה מֵעָלָ֑יו וַיָּ֥שָׁב וַֽיַּעֲמֹ֖ד עַל־שְׂפַ֥ת 'אאא' הַיַּרְדֵּֽן׃,203B
וַיֹּ֣אמֶר יְהוֹשָׁפָ֗ט הַאֵ֨ין פֹּ֤ה נָבִיא֙ לַֽיהוָ֔ה וְנִדְרְשָׁ֥ה אֶת־ 'אאא' יְהוָ֖ה מֵאוֹת֑וֹ וַ֠יַּעַן אֶחָ֞ד מֵעַבְדֵ֤י מֶֽלֶךְ־יִשְׂרָאֵל֙ וַיֹּ֔אמֶר פֹּ֚ה אֱלִישָׁ֣ע בֶּן־שָׁפָ֔ט אֲשֶׁר־יָ֥צַק מַ֖יִם עַל־יְדֵ֥י אֵלִיָּֽהוּ׃,204A
וַיְהִ֣י ׀ 'אאא' כִּמְלֹ֣את הַכֵּלִ֗ים וַתֹּ֤אמֶר אֶל־בְּנָהּ֙ הַגִּ֨ישָׁה אֵלַ֥י עוֹד֙ כֶּ֔לִי וַיֹּ֣אמֶר אֵלֶ֔יהָ אֵ֥ין ע֖וֹד כֶּ֑לִי וַֽיַּעֲמֹ֖ד הַשָּֽׁמֶן׃,204B
וַתֹּ֙אמֶר֙ אֵ֣ם הַנַּ֔עַר חַי־יְהוָ֥ה 'אאא' וְחֵֽי־נַפְשְׁךָ֖ אִם־אֶעֶזְבֶ֑ךָּ וַיָּ֖קָם וַיֵּ֥לֶךְ אַחֲרֶֽיהָ׃,205A
וַיְהִ֡י כִּקְרֹא֩ מֶֽלֶךְ־יִשְׂרָאֵ֨ל אֶת־הַסֵּ֜פֶר וַיִּקְרַ֣ע בְּגָדָ֗יו וַיֹּ֙אמֶר֙ הַאֱלֹהִ֥ים אָ֙נִי֙ לְהָמִ֣ית וּֽלְהַחֲי֔וֹת כִּֽי־זֶה֙ שֹׁלֵ֣חַ אֵלַ֔י 'אאא' לֶאֱסֹ֥ף אִ֖ישׁ מִצָּֽרַעְתּ֑וֹ כִּ֤י אַךְ־דְּעֽוּ־נָא֙ וּרְא֔וּ כִּֽי־מִתְאַנֶּ֥ה ה֖וּא לִֽי׃,205B
וַיֹּ֤אמֶר אֵלָיו֙ לֹא־לִבִּ֣י הָלַ֔ךְ כַּאֲשֶׁ֧ר הָֽפַךְ־אִ֛ישׁ מֵעַ֥ל מֶרְכַּבְתּ֖וֹ לִקְרָאתֶ֑ךָ הַעֵ֞ת לָקַ֤חַת אֶת־הַכֶּ֙סֶף֙ וְלָקַ֣חַת בְּגָדִ֔ים 'אאא' וְזֵיתִ֤ים וּכְרָמִים֙ וְצֹ֣אן וּבָקָ֔ר וַעֲבָדִ֖ים וּשְׁפָחֽוֹת׃,206A
וַיִּכְרֶ֨ה לָהֶ֜ם כֵּרָ֣ה גְדוֹלָ֗ה 'אאא' וַיֹּֽאכְלוּ֙ וַיִּשְׁתּ֔וּ וַֽיְשַׁלְּחֵ֔ם וַיֵּלְכ֖וּ אֶל־אֲדֹֽנֵיהֶ֑ם וְלֹֽא־יָ֤סְפוּ עוֹד֙ גְּדוּדֵ֣י אֲרָ֔ם לָב֖וֹא בְּאֶ֥רֶץ יִשְׂרָאֵֽל׃,206B
וַיָּבֹאוּ֩ הַֽמְצֹרָעִ֨ים הָאֵ֜לֶּה עַד־קְצֵ֣ה 'אאא' הַֽמַּחֲנֶ֗ה וַיָּבֹ֜אוּ אֶל־אֹ֤הֶל אֶחָד֙ וַיֹּאכְל֣וּ וַיִּשְׁתּ֔וּ וַיִּשְׂא֣וּ מִשָּׁ֗ם כֶּ֤סֶף וְזָהָב֙ וּבְגָדִ֔ים וַיֵּלְכ֖וּ וַיַּטְמִ֑נוּ וַיָּשֻׁ֗בוּ וַיָּבֹ֙אוּ֙ אֶל־אֹ֣הֶל אַחֵ֔ר וַיִּשְׂא֣וּ מִשָּׁ֔ם וַיֵּלְכ֖וּ וַיַּטְמִֽנוּ׃,207A
וַ֠יְהִי ה֥וּא מְסַפֵּ֣ר לַמֶּלֶךְ֮ אֵ֣ת אֲשֶׁר־הֶחֱיָ֣ה אֶת־הַמֵּת֒ וְהִנֵּ֨ה הָאִשָּׁ֜ה אֲשֶׁר־הֶחֱיָ֤ה אֶת־בְּנָהּ֙ צֹעֶ֣קֶת אֶל־הַמֶּ֔לֶךְ עַל־בֵּיתָ֖הּ וְעַל־שָׂדָ֑הּ וַיֹּ֤אמֶר גֵּֽחֲזִי֙ אֲדֹנִ֣י 'אאא' הַמֶּ֔לֶךְ זֹ֚את הָֽאִשָּׁ֔ה וְזֶה־בְּנָ֖הּ אֲשֶׁר־הֶחֱיָ֥ה אֱלִישָֽׁע׃,207B
וַיֵּ֗לֶךְ בְּדֶ֙רֶךְ֙ 'אאא' בֵּ֣ית אַחְאָ֔ב וַיַּ֧עַשׂ הָרַ֛ע בְּעֵינֵ֥י יְהוָ֖ה כְּבֵ֣ית אַחְאָ֑ב כִּ֛י חֲתַ֥ן בֵּית־אַחְאָ֖ב הֽוּא׃,208A
וַיֵּלֶךְ֩ רֹכֵ֨ב הַסּ֜וּס לִקְרָאת֗וֹ 'אאא' וַיֹּ֙אמֶר֙ כֹּֽה־אָמַ֤ר הַמֶּ֙לֶךְ֙ הֲשָׁל֔וֹם וַיֹּ֧אמֶר יֵה֛וּא מַה־לְּךָ֥ וּלְשָׁל֖וֹם סֹ֣ב אֶֽל־אַחֲרָ֑י וַיַּגֵּ֤ד הַצֹּפֶה֙ לֵאמֹ֔ר בָּֽא־הַמַּלְאָ֥ךְ עַד־הֵ֖ם וְלֹֽא־שָֽׁב׃,208B
וּלְאַחְאָ֛ב שִׁבְעִ֥ים בָּנִ֖ים בְּשֹׁמְר֑וֹן וַיִּכְתֹּב֩ יֵה֨וּא סְפָרִ֜ים וַיִּשְׁלַ֣ח שֹׁמְר֗וֹן אֶל־שָׂרֵ֤י 'אאא' יִזְרְעֶאל֙ הַזְּקֵנִ֔ים וְאֶל־הָאֹמְנִ֥ים אַחְאָ֖ב לֵאמֹֽר׃,209A
וְעַתָּ֣ה כָל־נְבִיאֵ֣י הַבַּ֡עַל כָּל־עֹבְדָ֣יו וְכָל־כֹּהֲנָיו֩ קִרְא֨וּ אֵלַ֜י אִ֣ישׁ אַל־יִפָּקֵ֗ד כִּי֩ זֶ֨בַח גָּד֥וֹל לִי֙ לַבַּ֔עַל כֹּ֥ל אֲשֶׁר־יִפָּקֵ֖ד לֹ֣א יִֽחְיֶ֑ה וְיֵהוּא֙ עָשָׂ֣ה בְעָקְבָּ֔ה לְמַ֥עַן הַאֲבִ֖יד אֶת־עֹבְדֵ֥י 'אאא' הַבָּֽעַל׃,209B
וּבַשָּׁנָ֣ה הַ֠שְּׁבִיעִית שָׁלַ֨ח יְהוֹיָדָ֜ע וַיִּקַּ֣ח ׀ אֶת־שָׂרֵ֣י הַמֵּא֗וֹת לַכָּרִי֙ וְלָ֣רָצִ֔ים וַיָּבֵ֥א אֹתָ֛ם אֵלָ֖יו בֵּ֣ית יְהוָ֑ה וַיִּכְרֹת֩ לָהֶ֨ם בְּרִ֜ית וַיַּשְׁבַּ֤ע אֹתָם֙ בְּבֵ֣ית יְהוָ֔ה וַיַּ֥רְא אֹתָ֖ם אֶת־ 'אאא' בֶּן־הַמֶּֽלֶךְ׃,210A
וַיֹּ֨אמֶר יְהוֹאָ֜שׁ אֶל־הַכֹּהֲנִ֗ים כֹּל֩ כֶּ֨סֶף הַקֳּדָשִׁ֜ים אֲשֶׁר־יוּבָ֤א בֵית־יְהוָה֙ כֶּ֣סֶף עוֹבֵ֔ר אִ֕ישׁ כֶּ֥סֶף נַפְשׁ֖וֹת 'אאא' עֶרְכּ֑וֹ כָּל־כֶּ֗סֶף אֲשֶׁ֤ר יַֽעֲלֶה֙ עַ֣ל לֶב־אִ֔ישׁ לְהָבִ֖יא בֵּ֥ית יְהוָֽה׃,210B
בִּשְׁנַ֨ת עֶשְׂרִ֤ים וְשָׁלֹשׁ֙ שָׁנָ֔ה לְיוֹאָ֥שׁ בֶּן־אֲחַזְיָ֖הוּ 'אאא' מֶ֣לֶךְ יְהוּדָ֑ה מָ֠לַךְ יְהוֹאָחָ֨ז בֶּן־יֵה֤וּא עַל־יִשְׂרָאֵל֙ בְּשֹׁ֣מְר֔וֹן שְׁבַ֥ע עֶשְׂרֵ֖ה שָׁנָֽה׃,211A
וַיְהִ֞י הֵ֣ם ׀ קֹבְרִ֣ים אִ֗ישׁ וְהִנֵּה֙ רָא֣וּ אֶֽת־הַגְּד֔וּד וַיַּשְׁלִ֥יכוּ אֶת־הָאִ֖ישׁ בְּקֶ֣בֶר אֱלִישָׁ֑ע וַיֵּ֜לֶךְ וַיִּגַּ֤ע הָאִישׁ֙ 'אאא' בְּעַצְמ֣וֹת אֱלִישָׁ֔ע וַיְחִ֖י וַיָּ֥קָם עַל־רַגְלָֽיו׃,211B
וְיֶתֶר֩ דִּבְרֵ֨י יְהוֹאָ֜שׁ אֲשֶׁ֤ר עָשָׂה֙ וּגְב֣וּרָת֔וֹ וַאֲשֶׁ֣ר נִלְחַ֔ם עִ֖ם אֲמַצְיָ֣הוּ מֶֽלֶךְ־ 'אאא' יְהוּדָ֑ה הֲלֹא־הֵ֣ם כְּתוּבִ֗ים עַל־סֵ֛פֶר דִּבְרֵ֥י הַיָּמִ֖ים לְמַלְכֵ֥י יִשְׂרָאֵֽל׃,212A
,212B
בִּימֵ֞י פֶּ֣קַח מֶֽלֶךְ־יִשְׂרָאֵ֗ל בָּא֮ תִּגְלַ֣ת פִּלְאֶסֶר֮ מֶ֣לֶךְ אַשּׁוּר֒ וַיִּקַּ֣ח אֶת־עִיּ֡וֹן וְאֶת־אָבֵ֣ל בֵּֽית־מַעֲכָ֡ה וְאֶת־ 'אאא' יָ֠נוֹחַ וְאֶת־קֶ֨דֶשׁ וְאֶת־חָצ֤וֹר וְאֶת־הַגִּלְעָד֙ וְאֶת־הַגָּלִ֔ילָה כֹּ֖ל אֶ֣רֶץ נַפְתָּלִ֑י וַיַּגְלֵ֖ם אַשּֽׁוּרָה׃,213A
וַיִּ֛בֶן אוּרִיָּ֥ה הַכֹּהֵ֖ן אֶת־הַמִּזְבֵּ֑חַ כְּכֹ֣ל אֲשֶׁר־שָׁלַח֩ 'אאא' הַמֶּ֨לֶךְ אָחָ֜ז מִדַּמֶּ֗שֶׂק כֵּ֤ן עָשָׂה֙ אוּרִיָּ֣ה הַכֹּהֵ֔ן עַד־בּ֥וֹא הַמֶּֽלֶךְ־אָחָ֖ז מִדַּמָּֽשֶׂק׃,213B
וַיַּֽעַבְד֖וּ הַגִּלֻּלִ֑ים אֲשֶׁ֨ר אָמַ֤ר יְהוָה֙ לָהֶ֔ם 'אאא' לֹ֥א תַעֲשׂ֖וּ אֶת־הַדָּבָ֥ר הַזֶּֽה׃,214A
וַיִּהְי֥וּ יְרֵאִ֖ים אֶת־ 'אאא' יְהוָ֑ה וַיַּעֲשׂ֨וּ לָהֶ֤ם מִקְצוֹתָם֙ כֹּהֲנֵ֣י בָמ֔וֹת וַיִּהְי֛וּ עֹשִׂ֥ים לָהֶ֖ם בְּבֵ֥ית הַבָּמֽוֹת׃,214B
עַ֣ל ׀ אֲשֶׁ֣ר לֹֽא־שָׁמְע֗וּ בְּקוֹל֙ יְהוָ֣ה אֱלֹהֵיהֶ֔ם וַיַּעַבְרוּ֙ אֶת־בְּרִית֔וֹ 'אאא' אֵ֚ת כָּל־אֲשֶׁ֣ר צִוָּ֔ה מֹשֶׁ֖ה עֶ֣בֶד יְהוָ֑ה וְלֹ֥א שָׁמְע֖וּ וְלֹ֥א עָשֽׂוּ׃,215A
וַֽיַּעֲמֹד֙ רַב־שָׁקֵ֔ה וַיִּקְרָ֥א 'אאא' בְקוֹל־גָּד֖וֹל יְהוּדִ֑ית וַיְדַבֵּ֣ר וַיֹּ֔אמֶר שִׁמְע֛וּ דְּבַר־הַמֶּ֥לֶךְ הַגָּד֖וֹל מֶ֥לֶךְ אַשּֽׁוּר׃,215B
הִנֵּ֣ה ׀ אַתָּ֣ה שָׁמַ֗עְתָּ אֵת֩ אֲשֶׁ֨ר עָשׂ֜וּ מַלְכֵ֥י אַשּׁ֛וּר לְכָל־הָאֲרָצ֖וֹת 'אאא' לְהַֽחֲרִימָ֑ם וְאַתָּ֖ה תִּנָּצֵֽל׃,216A
,216B
וַיֹּ֕אמֶר מָ֥ה רָא֖וּ בְּבֵיתֶ֑ךָ וַיֹּ֣אמֶר חִזְקִיָּ֗הוּ אֵ֣ת 'אאא' כָּל־אֲשֶׁ֤ר בְּבֵיתִי֙ רָא֔וּ לֹא־הָיָ֥ה דָבָ֛ר אֲשֶׁ֥ר לֹֽא־הִרְאִיתִ֖ם בְּאֹצְרֹתָֽי׃,217A
וְגַם֩ דָּ֨ם נָקִ֜י שָׁפַ֤ךְ מְנַשֶּׁה֙ הַרְבֵּ֣ה מְאֹ֔ד עַ֛ד אֲשֶׁר־מִלֵּ֥א אֶת־יְרוּשָׁלַ֖͏ִם פֶּ֣ה לָפֶ֑ה 'אאא' לְבַ֤ד מֵֽחַטָּאתוֹ֙ אֲשֶׁ֣ר הֶחֱטִ֣יא אֶת־יְהוּדָ֔ה לַעֲשׂ֥וֹת הָרַ֖ע בְּעֵינֵ֥י יְהוָֽה׃,217B
,218A
וַיִּתֹּץ֙ אֶת־בָּתֵּ֣י 'אאא' הַקְּדֵשִׁ֔ים אֲשֶׁ֖ר בְּבֵ֣ית יְהוָ֑ה אֲשֶׁ֣ר הַנָּשִׁ֗ים אֹרְג֥וֹת שָׁ֛ם בָּתִּ֖ים לָאֲשֵׁרָֽה׃,218B
וְגַ֣ם אֶת־הָאֹב֣וֹת וְאֶת־הַ֠יִּדְּעֹנִים וְאֶת־הַתְּרָפִ֨ים וְאֶת־הַגִּלֻּלִ֜ים וְאֵ֣ת כָּל־הַשִּׁקֻּצִ֗ים אֲשֶׁ֤ר נִרְאוּ֙ 'אאא' בְּאֶ֤רֶץ יְהוּדָה֙ וּבִיר֣וּשָׁלִַ֔ם בִּעֵ֖ר יֹֽאשִׁיָּ֑הוּ לְ֠מַעַן הָקִ֞ים אֶת־דִּבְרֵ֤י הַתּוֹרָה֙ הַכְּתֻבִ֣ים עַל־הַסֵּ֔פֶר אֲשֶׁ֥ר מָצָ֛א חִלְקִיָּ֥הוּ הַכֹּהֵ֖ן בֵּ֥ית יְהוָֽה׃,219A
וְלֹֽא־הֹסִ֥יף עוֹד֙ מֶ֣לֶךְ מִצְרַ֔יִם לָצֵ֖את מֵֽאַרְצ֑וֹ כִּֽי־לָקַ֞ח מֶ֣לֶךְ בָּבֶ֗ל מִנַּ֤חַל מִצְרַ֙יִם֙ עַד־נְהַר־פְּרָ֔ת כֹּ֛ל אֲשֶׁ֥ר הָיְתָ֖ה 'אאא' לְמֶ֥לֶךְ מִצְרָֽיִם׃,219B
וְאֶת־חוֹמֹ֥ת 'אאא' יְרוּשָׁלַ֖͏ִם סָבִ֑יב נָֽתְצוּ֙ כָּל־חֵ֣יל כַּשְׂדִּ֔ים אֲשֶׁ֖ר רַב־טַבָּחִֽים׃,220A
וַיְדַבֵּ֥ר אִתּ֖וֹ טֹב֑וֹת וַיִּתֵּן֙ אֶת־כִּסְא֔וֹ 'אאא' מֵעַ֗ל כִּסֵּ֧א הַמְּלָכִ֛ים אֲשֶׁ֥ר אִתּ֖וֹ בְּבָבֶֽל׃,220B
,220B
לָכֵ֗ן נְאֻ֤ם הָֽאָדוֹן֙ יְהוָ֣ה צְבָא֔וֹת אֲבִ֖יר יִשְׂרָאֵ֑ל ה֚וֹי אֶנָּחֵ֣ם 'אאא' מִצָּרַ֔י וְאִנָּקְמָ֖ה מֵאוֹיְבָֽי׃,221A
,221B
וּבָרָ֣א יְהוָ֡ה עַל֩ כָּל־מְכ֨וֹן הַר־צִיּ֜וֹן וְעַל־מִקְרָאֶ֗הָ 'אאא' עָנָ֤ן ׀ יוֹמָם֙ וְעָשָׁ֔ן וְנֹ֛גַהּ אֵ֥שׁ לֶהָבָ֖ה לָ֑יְלָה כִּ֥י עַל־כָּל־כָּב֖וֹד חֻפָּֽה׃,222A
וְנָֽשָׂא־נֵ֤ס לַגּוֹיִם֙ 'אאא' מֵרָח֔וֹק וְשָׁ֥רַק ל֖וֹ מִקְצֵ֣ה הָאָ֑רֶץ וְהִנֵּ֥ה מְהֵרָ֖ה קַ֥ל יָבֽוֹא׃,222B
נַעֲלֶ֤ה בִֽיהוּדָה֙ וּנְקִיצֶ֔נָּה וְנַבְקִעֶ֖נָּה אֵלֵ֑ינוּ וְנַמְלִ֥יךְ מֶ֙לֶךְ֙ בְּתוֹכָ֔הּ 'אאא' אֵ֖ת בֶּן־טָֽבְאַֽל׃,223A
וְלָכֵ֡ן הִנֵּ֣ה אֲדֹנָי֩ מַעֲלֶ֨ה עֲלֵיהֶ֜ם אֶת־מֵ֣י הַנָּהָ֗ר הָעֲצוּמִים֙ וְהָ֣רַבִּ֔ים אֶת־מֶ֥לֶךְ אַשּׁ֖וּר וְאֶת־כָּל־כְּבוֹד֑וֹ וְעָלָה֙ עַל־כָּל־אֲפִיקָ֔יו וְהָלַ֖ךְ 'אאא' עַל־כָּל־גְּדוֹתָֽיו׃,223B
אֲרָ֣ם מִקֶּ֗דֶם וּפְלִשְׁתִּים֙ מֵֽאָח֔וֹר וַיֹּאכְל֥וּ אֶת־יִשְׂרָאֵ֖ל בְּכָל־פֶּ֑ה בְּכָל־זֹאת֙ לֹא־שָׁ֣ב אַפּ֔וֹ וְע֖וֹד יָד֥וֹ 'אאא' נְטוּיָֽה׃,224A
וְהָיָ֤ה אֽוֹר־יִשְׂרָאֵל֙ לְאֵ֔שׁ וּקְדוֹשׁ֖וֹ לְלֶהָבָ֑ה וּבָעֲרָ֗ה וְאָֽכְלָ֛ה שִׁית֥וֹ וּשְׁמִיר֖וֹ בְּי֥וֹם 'אאא' אֶחָֽד׃,224B
וְנָשָׂ֥א נֵס֙ 'אאא' לַגּוֹיִ֔ם וְאָסַ֖ף נִדְחֵ֣י יִשְׂרָאֵ֑ל וּנְפֻצ֤וֹת יְהוּדָה֙ יְקַבֵּ֔ץ מֵאַרְבַּ֖ע כַּנְפ֥וֹת הָאָֽרֶץ׃,225A
וְהָיְתָ֤ה בָבֶל֙ 'אאא' צְבִ֣י מַמְלָכ֔וֹת תִּפְאֶ֖רֶת גְּא֣וֹן כַּשְׂדִּ֑ים כְּמַהְפֵּכַ֣ת אֱלֹהִ֔ים אֶת־סְדֹ֖ם וְאֶת־עֲמֹרָֽה׃,225B
לִשְׁבֹּ֤ר אַשּׁוּר֙ בְּאַרְצִ֔י 'אאא' וְעַל־הָרַ֖י אֲבוּסֶ֑נּוּ וְסָ֤ר מֵֽעֲלֵיהֶם֙ עֻלּ֔וֹ וְסֻ֨בֳּל֔וֹ מֵעַ֥ל שִׁכְמ֖וֹ יָסֽוּר׃,226A
וְנֶאֱסַ֨ף שִׂמְחָ֤ה וָגִיל֙ 'אאא' מִן־הַכַּרְמֶ֔ל וּבַכְּרָמִ֥ים לֹֽא־יְרֻנָּ֖ן לֹ֣א יְרֹעָ֑ע יַ֗יִן בַּיְקָבִ֛ים לֹֽא־יִדְרֹ֥ךְ הַדֹּרֵ֖ךְ הֵידָ֥ד הִשְׁבַּֽתִּי׃,226B
כִּֽי־לִפְנֵ֤י קָצִיר֙ כְּתָם־פֶּ֔רַח וּבֹ֥סֶר גֹּמֵ֖ל יִֽהְיֶ֣ה נִצָּ֑ה וְכָרַ֤ת הַזַּלְזַלִּים֙ בַּמַּזְמֵר֔וֹת וְאֶת־הַנְּטִישׁ֖וֹת 'אאא' הֵסִ֥יר הֵתַֽז׃,227A
וְנוֹדַ֤ע יְהוָה֙ לְמִצְרַ֔יִם וְיָדְע֥וּ מִצְרַ֛יִם 'אאא' אֶת־יְהוָ֖ה בַּיּ֣וֹם הַה֑וּא וְעָֽבְדוּ֙ זֶ֣בַח וּמִנְחָ֔ה וְנָדְרוּ־נֵ֥דֶר לַֽיהוָ֖ה וְשִׁלֵּֽמוּ׃,227B
מַשָּׂ֖א בַּעְרָ֑ב בַּיַּ֤עַר 'אאא' בַּעְרַב֙ תָּלִ֔ינוּ אֹֽרְח֖וֹת דְּדָנִֽים׃,228A
בַּיּ֣וֹם הַה֗וּא נְאֻם֙ 'אאא' יְהוָ֣ה צְבָא֔וֹת תָּמוּשׁ֙ הַיָּתֵ֔ד הַתְּקוּעָ֖ה בְּמָק֣וֹם נֶאֱמָ֑ן וְנִגְדְּעָ֣ה וְנָפְלָ֗ה וְנִכְרַת֙ הַמַּשָּׂ֣א אֲשֶׁר־עָלֶ֔יהָ כִּ֥י יְהוָ֖ה דִּבֵּֽר׃,228B
,229A
כִּ֤י הֵשַׁח֙ יֹשְׁבֵ֣י מָר֔וֹם 'אאא' קִרְיָ֖ה נִשְׂגָּבָ֑ה יַשְׁפִּילֶ֤נָּה יַשְׁפִּילָהּ֙ עַד־אֶ֔רֶץ יַגִּיעֶ֖נָּה עַד־עָפָֽר׃,229B
וְהָיָה֙ בַּיּ֣וֹם הַה֔וּא יַחְבֹּ֧ט יְהוָ֛ה מִשִּׁבֹּ֥לֶת הַנָּהָ֖ר 'אאא' עַד־נַ֣חַל מִצְרָ֑יִם וְאַתֶּ֧ם תְּלֻקְּט֛וּ לְאַחַ֥ד אֶחָ֖ד בְּנֵ֥י יִשְׂרָאֵֽל׃,230A
